Tipo;Tema;Variável;Descrição
Domicílio;Características do Domicílio - Parte 2;V00273;Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00274;Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00275;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00276;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00277;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00278;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00279;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00280;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00281;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00282;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00283;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00284;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00285;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00286;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00287;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00288;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00289;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00290;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00291;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00292;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00293;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00294;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00295;Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00296;Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00297;Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00298;Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00299;Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00300;Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00301;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00302;Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00303;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00304;Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00305;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00306;Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00307;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00308;Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00309;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial
Domicílio;Características do Domicílio - Parte 2;V00310;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede
Domicílio;Características do Domicílio - Parte 2;V00311;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede
Domicílio;Características do Domicílio - Parte 2;V00312;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco
Domicílio;Características do Domicílio - Parte 2;V00313;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala
Domicílio;Características do Domicílio - Parte 2;V00314;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar
Domicílio;Características do Domicílio - Parte 2;V00315;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma
Domicílio;Características do Domicílio - Parte 2;V00316;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário
Domicílio;Características do Domicílio - Parte 2;V00317;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial
Domicílio;Características do Domicílio - Parte 2;V00318;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede
Domicílio;Características do Domicílio - Parte 2;V00319;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede
Domicílio;Características do Domicílio - Parte 2;V00320;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco
Domicílio;Características do Domicílio - Parte 2;V00321;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala
Domicílio;Características do Domicílio - Parte 2;V00322;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar
Domicílio;Características do Domicílio - Parte 2;V00323;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma
Domicílio;Características do Domicílio - Parte 2;V00324;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário
Domicílio;Características do Domicílio - Parte 2;V00325;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial
Domicílio;Características do Domicílio - Parte 2;V00326;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede
Domicílio;Características do Domicílio - Parte 2;V00327;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede
Domicílio;Características do Domicílio - Parte 2;V00328;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco
Domicílio;Características do Domicílio - Parte 2;V00329;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala
Domicílio;Características do Domicílio - Parte 2;V00330;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar
Domicílio;Características do Domicílio - Parte 2;V00331;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma
Domicílio;Características do Domicílio - Parte 2;V00332;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário
Domicílio;Características do Domicílio - Parte 2;V00333;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial
Domicílio;Características do Domicílio - Parte 2;V00334;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede
Domicílio;Características do Domicílio - Parte 2;V00335;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede
Domicílio;Características do Domicílio - Parte 2;V00336;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco
Domicílio;Características do Domicílio - Parte 2;V00337;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala
Domicílio;Características do Domicílio - Parte 2;V00338;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar
Domicílio;Características do Domicílio - Parte 2;V00339;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma
Domicílio;Características do Domicílio - Parte 2;V00340;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário
Domicílio;Características do Domicílio - Parte 2;V00341;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00342;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00343;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00344;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00345;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00346;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00347;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00348;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00349;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00350;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00351;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00352;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00353;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00354;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00355;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00356;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00357;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00358;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00359;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00360;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00361;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00362;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00363;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00364;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00365;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00366;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00367;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00368;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00369;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00370;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00371;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00372;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00373;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00374;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00375;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00376;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00377;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00378;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00379;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00380;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00381;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00382;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00383;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00384;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00385;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00386;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00387;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00388;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00389;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00390;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00391;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00392;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00393;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00394;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00395;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00396;Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00397;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza
Domicílio;Características do Domicílio - Parte 2;V00398;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza
Domicílio;Características do Domicílio - Parte 2;V00399;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade
Domicílio;Características do Domicílio - Parte 2;V00400;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade
Domicílio;Características do Domicílio - Parte 2;V00401;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública
Domicílio;Características do Domicílio - Parte 2;V00402;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo
Domicílio;Características do Domicílio - Parte 2;V00403;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo coletado no domicílio por serviço de limpeza
Domicílio;Características do Domicílio - Parte 2;V00404;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo depositado em caçamba de serviço de limpeza
Domicílio;Características do Domicílio - Parte 2;V00405;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo queimado na propriedade
Domicílio;Características do Domicílio - Parte 2;V00406;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo enterrado na propriedade
Domicílio;Características do Domicílio - Parte 2;V00407;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo jogado em terreno baldio, encosta ou área pública
Domicílio;Características do Domicílio - Parte 2;V00408;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Outro destino do lixo
